address,antiphone,autonomous_status,bank_name,branches_summary,college_code,college_name,dist_from_hq,dist_from_railway,district,email,hostel_accommodation_available_boys,hostel_accommodation_available_girls,hostel_admission_fees,hostel_caution_deposit,hostel_electricity_charges,hostel_electricity_charges_boys,hostel_electricity_charges_girls,hostel_establishment_charges,hostel_max_transport_charges,hostel_mess_bill,hostel_mess_bill_boys,hostel_mess_bill_girls,hostel_min_transport_charges,hostel_permanent_or_rental,hostel_permanent_or_rental_boys,hostel_permanent_or_rental_girls,hostel_room_rent,hostel_room_rent_boys,hostel_room_rent_girls,hostel_transport_facilities,hostel_type_of_mess,hostel_type_of_mess_boys,hostel_type_of_mess_girls,minority_status,nearest_railway,note,phone_fax,pincode,principal_dean,taluk,website
"235, CHENNIMALAIPALAYAM ROAD",9942308181,No,INDIAN BANK,CS(120); EC(60); EE(60),2752,"Nandha College of Technology, Pitchandampalayam Post, Erode District",12,12,2752,nandhatechnology@gmail.com,Yes,Yes,0,0,,0,0,0,20000,,3000,3000,10000,,Permanent,Permanent,,1000,1000,Yes,,Both,Both,No,ERODE JUNCTION,,7373714477,638052,DR S NANDAGOPAL,ERODE,www.nandhatech.org
"NH-209, SATHY ROAD,",9842205515,No,INDIAN BANK,AG(30); BM(30); AM(30),2753,"PPG Institute of Technology, Vilankurichi Village, Coimbatore District 641035",10,10,COIMBATORE,ppgit@ppg.edu.in,Yes,Yes,1000,0,,250,250,5000,25000,,3000,3000,5000,,Permanent,Permanent,,3000,3000,Yes,,Both,Both,No,COIMBATORE,,9047777277,641035,DR P SATHIASEELAN,COIMBATORE (NORTH),www.ppg.edu.in
"JAWAHAR GARDENS, KALIAPURAM",9442464988,No,HDFC BANK,AE(60); AG(60); CE(30),2755,"Nehru Institute of Technology(Autonomous), Thirumalayampalayam Post, Coimbatore District 641105",15,4,,nitprincipal@nehrucolleges.com,Yes,Yes,0,1000,,0,0,0,15000,,45000,45000,6000,,Permanent,Permanent,,30000,30000,Yes,,Both,Both,No,COIMBATORE JUNCTION,,9003936801,641105,DR M SIVARAJA,MADUKKARAI,www.nehruinstitute.com
"T.N.PALAYAM, GOBICHETTIPALAYAM",9789339900,No,CANARA BANK,CS(60); EC(30); EE(30),2758,"J K KMunirajah College of Technology, T N Palayam, Gobi Taluk, Erode District",50,50,2758,principal309@gmail.com,Yes,Yes,100,5000,,500,500,0,20000,,2500,2500,2000,,Permanent,Permanent,,1000,1000,Yes,,Both,Both,No,ERODE JUNCTION,,9789339900,638506,DR K SRIDHARAN,GOBICHETTIPALAYAM,www.jkkmct.edu.in
"5/635, PERAR, KOTAGIRI ROAD",9488229599,No,INDIAN BANK,AR(80),2759,The Nilgiris 643002,10,10,,ootyarchitecture@gmail.com,Yes,Yes,5000,20000,,500,500,10000,35000,,5000,5000,15000,,Permanent,Permanent,,5000,5000,Yes,,Both,Both,No,UDHAGAMANDALAM,,4232225970,643002,DR SATHEESH KUMAR,UDHAGAMANDALAM,www.mcgansarch.com
2/449 A DURAI RAJ NAGAR NGGO,9688655599,No,HDFC BANK,CS(60); EC(60); RM(30),2761,"United Institute of Technology, Gadalore Village, Perianaickenpalayam, Coimbatore District 641020",20,20,COIMBATORE,principal@uit.ac.in,Yes,Yes,1000,0,,1000,1000,5000,25000,,3250,3250,6500,,Permanent,Permanent,,24000,24000,Yes,,Veg,Veg,No,COIMBATORE,,9688655599,641022,DR R RADHAKRISHNAN,COIMBATORE,www.uit.ac.in
"SF.NO. 443/1,2, 442/1A & 442/1B,",9750053222,No,HDFC BANK LTD,CE(30); CB(60),2762,"Jansons Institute of Technology, Karumathampatty, Somaur, Coimbatore District 641659",30,30,COIMBATORE,info@jit.ac.in,Yes,Yes,0,5000,,0,0,0,28000,,3300,3300,10000,,Permanent,Permanent,,3300,3300,Yes,,Both,Both,No,COIMBATORE,,4212264900,641659,DR V NAGARAJAN,,www.jit.ac.in
"BAGAVATHIPALAYAM ROAD,",9688243777,No,BANK OF BARODA,CS(90); CB(30),2763,"Akshaya College of Engineering and Technology, Kinathukadavu, Coimbatore District 642109",21,21,COIMBATORE,info@acetcbe.edu.in,Yes,Yes,5000,0,,0,0,5000,32000,,4000,4000,10000,,Permanent,Permanent,,2500,2500,Yes,,Both,Both,No,COIMBATORE JUNCTION,,4259242570,642109,DR R RAVINDRAN,,www.acetcbe.edu.in
KPR INSTITUTE OF ENGINEERING,8344760413,Yes,PUNJAB NATIONAL BANK,AM(60); BM(60),2764,"K P R Institute of Engineering and Technology (Autonomous), Kollupalayam Village, Arasur Panchayat, Coimbatore District 641407",20,20,COIMBATORE,principal@kpriet.ac.in,Yes,Yes,1000,0,,200,200,7000,42000,,4500,4500,20000,,Permanent,Permanent,,3500,3500,Yes,,Both,Both,No,COIMBATORE JN,,7502755577,641407,DR M AKILA,,kpriet.ac.in
"SH 95, ANNIYAPURAM POST,",9080519803,No,STATE BANK OF INDIA,AD(30); BM(60); CE(30),2767,"SRG Engineering College, Aniyapuram Post, Namakkal District 637017",7,9,NAMAKKAL,srgengg@gmail.com,Yes,Yes,5000,2000,,150,150,1000,12000,,2200,2200,4000,,Permanent,Permanent,,1200,1200,Yes,,Both,Both,No,NAMAKKAL,,9442134279,637017,DR C ELANCHEZHIAN,NAMAKKAL,WWW.SRGEC.ORG
"PREMA RAVI NAGAR,",9842277621,No,CANARA BANK,AO(30); CE(30); CS(60),2768,"Park College of Technology, Prema Ravi Nagar, Karumathampatti, Coimbatore -",25,22,COIMBATORE,principal@pct.ac.in,Yes,Yes,0,0,,0,0,0,35000,,3500,3500,10000,,Permanent,Permanent,,2000,2000,Yes,,Both,Both,No,COIMBATORE,,7094472931,641659,DR C ANGALAPARAMESWARI,SULUR,www.pct.ac.in
"PICHANUR,COIMBATORE",9361488804,No,CANARA BANK,AD(90); BC(60); CE(30),2769,"J C T College of Engineering and Technology, Pichanur, Coimbatore District",23,5,2769,info@jct.ac.in,Yes,Yes,5000,0,,1200,1200,5000,24000,,3600,3600,12000,,Permanent,Permanent,,16800,16800,Yes,,Both,Both,No,ETTIMADAI,,9361488801,641105,DR S MANOHARAN,MADUKKARAI,www.jct.ac.in
"1/2A-1, ALAGU NACHIAMMAN KOVIL",9597379764,No,BANK OF INDIA,CS(120); EC(60); EE(30),2770,"Studyworld College of Engineering, Madukarai Post, Coimbatore - 641 105.",14,5,COIMBATORE,principal-swce@swehg.com,Yes,Yes,5000,0,,500,500,0,15000,,4000,4000,10000,,Permanent,Permanent,,500,500,Yes,,Both,Both,No,COIMBATORE JUNCTION,,9965596707,641105,DR P GOMATHI,MADUKKARAI,https://studyworldindia.com
"APPACHIGOUNDENPATHY,",9344514004,No,SOUTH INDIAN BANK,CB(30); CS(60),2772,"C M S College of Engineering and Technology, Appachigoundenpathy, Kumittipathi Post, Coimbatore District 641032",28,28,COIMBATORE,cmscet@gmail.com,Yes,Yes,0,0,,100,100,0,22000,,3000,3000,10000,,Permanent,Permanent,,2400,2400,Yes,,Both,Both,No,COIMBATORE JUNCTION,,9688194333,641032,DR N SUDHA,,www.cmscet.com
"KUMARAN KOTTAM CAMPUS,",8903949934,No,UNION BANK OF INDIA,AG(90); AU(30),2776,"R V S Technical Campus-Coimbatore, Kumaran Kottam Campus, Kannampalayam, Sulur, Coimbatore District 641 402",16,16,COIMBATORE,rvsetgi@rvsgroup.com,Yes,Yes,1000,0,,0,0,0,35000,,50000,50000,11000,,Permanent,Permanent,,20000,20000,Yes,,Both,Both,No,COIMBATORE,,4222687200,641402,DR S VIJAYAN,,rvstcc.ac.in
,,,,,2778,"R.V.S. School of Architecture (CBE), Kumaran Kottam Campus, Trichy Road, Kannampalayam Post, Coimbatore District 641402",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No detail page found in PDF,,,,,
"REC KALVI NAGAR, VIRALIYUR (PO),",8072623841,No,BANK OF BARODA,,2779,"Ranganathan Architecture College, REC Kalvi Nagar, Viraliyur Post, Thondamuthur Via, Coimbatore District 641109",30,30,COIMBATORE,raccbe2010@gmail.com,Yes,Yes,5000,5000,,500,500,5000,35000,,3500,3500,10000,,Permanent,Permanent,,2000,2000,Yes,,Both,Both,No,COIMBATORE JUNCTION,,9500981246,641109,AR MAYA MOHAN,,www.raccbe.ac.in
UNIVERSITY COLLEGE OF,,No,CANARA BANK,AU(60); CE(120); CS(120),3011,"University College of Engineering, Tiruchirappalli, (Bharathidasan Institute of Technology), Tiruchirappalli District 620024",12,12,TIRUCHIRAPPALLI,deanbit@annauniv.edu,Yes,Yes,1100,5000,,1100,1100,15000,0,,2400,2400,0,,Permanent,Permanent,,600,600,No,,Both,Both,No,TIRUCHIRAPPALLI JUNCTION,,4312407946,620024,DR T SENTHILKUMAR ME PHD,TIRUCHIRAPPALLI,www.aubit.edu.in
KATHANKUDIKADU,9944444266,No,STATE BANK OF INDIA,CE(60); CS(60); EC(60),3016,"University College of Engineering, Ariyalur, Kathankudikadu Village, Thelur Post, Ariyalur District 621704",18,20,3016,deanucea@gmail.com,Yes,Yes,1100,5000,,60,60,15000,0,,2500,2500,0,,Permanent,Permanent,,110,110,No,,Both,Both,No,ARIYALUR,,4329291727,621731,DR P SENTHAMIL SELVAN,ARIYALUR,https://www.auucea.edu.in
,,,,,3018,"University College of Engineering, Thirukkuvalai, Nagappattinam District",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No detail page found in PDF,,,,,
CHENNAI KUMBAKONAM HIGHWAY,9486830689,No,STATE BANK OF INDIA PANRUTI,CE(60); XC(30); CS(60),3019,"University College of Engineering, Panruti, Chennai-Kumbakonam Highway, Panikkankuppam, Panruti, Cuddalore District 607106",25,4,CUDDALORE,deanpanruti@annauniv.edu,Yes,Yes,500,5000,,100,100,15000,0,,2500,2500,0,,Permanent,Permanent,,100,100,No,,Both,Both,No,PANRUTI,,4142241000,607106,DR S MUTHUKUMARAN,PANRUTI,www.ucep.edu.in
UNIVERSITY COLLEGE OF,9787930620,No,CANARA BANK,CE(60); CS(60); EC(60); CS(45),3021,"University College of Engineering, Pattukkottai, ECR Road, Rajamadam, Pattukkottai Taluk, Thanjavur District 614701",63,5,THANJAVUR,deanpktau@gmail.com,Yes,Yes,500,5000,,600,600,15000,0,,3600,3600,0,,Rental,Rental,,600,600,No,,Both,Both,No,ADIRAMPATTINAM,,8940738181,614701,DR M KARTHIKEYAN,PATTUKKOTTAI,http://aucepkt.edu.in
"TRICHY-SALEM HIGHWAYS, (NEAR",9500812300,No,KARUR VYSYA BANK,AD(30); CE(30),3403,"Mahalakshmi Engineering College, Trichy-Salem Highways, (Near No.1 Tollgate), Melpathu, Siruganbur Post, Tiruchirappalli District 621213",10,6,TIRUCHIRAPPALLI,principalmect@gmail.com,Yes,Yes,10000,5000,,250,250,1000,36000,,5000,5000,12000,,Permanent,Permanent,,2500,2000,Yes,,,,No,SIX,,9361612300,621213,DR S MEENAKSHISUNDARAM,MANACHANALLUR,http://mectrichy.com/
"ANAND NAGAR, NELLIKUPPAM MAIN",9597880095,No,INDIAN OVERSEAS BANK,CS(60); EC(60),3410,"Krishnasamy College of Engineering and Technology, S Kumarapuram, Cuddalore District 607109",6,1,CUDDALORE,kcet.skret@gmail.com,Yes,Yes,100,0,,200,200,5000,20000,,3300,3300,8000,,Permanent,Permanent,,0,0,Yes,,Veg,Veg,Yes,VARAKKALPATTU,,4142285601,607109,DR G ELANGO,,www.kcet.in
JAYARAM,9344934806,No,HDFC BANK,CS(60); CE(30),3425,"C K College of Engineering and Technology, Chellangkuppam, Cuddalore District 607003",2,2,CUDDALORE,principal@ckcet.com,Yes,Yes,0,0,,0,0,0,25000,,46500,46500,15000,,Permanent,Permanent,,28500,28500,Yes,,Both,Both,No,CUDDALORE PORT,,9344934806,607003,DR SARAVANAN S,,www.ckcet.edu.in
"KOOHUR MAIN ROAD, KILVELUR",9443951423,No,INDIAN BANK,AR(80),3446,"Prime College of Architecture and Planning, Main Road, Kilvelur, Nagapattinam District 611104",10,2,,primearch2010@gmail.com,Yes,Yes,500,5000,,200,200,1200,27000,,3300,3300,6600,,Permanent,Permanent,,1000,1000,Yes,,Both,Both,No,KILVELUR,,9437020695,611104,PROF AR SNEHALATA DASH,KILVELUR,primearch.ac.in and primearchitecture.in
,,,,,3453,"RVS KVK School of Architecture, Dindigul Highway, Inamkulathur, Tiruchirappalli District 620 009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No detail page found in PDF,,,,,
SRI SARADHA NAGAR NH 45,9944358663,No,CANARA BANK,AD(60); BM(60); CE(30),3454,"Sri Ramakrishna College of Engineering, Sri Saradha Nagar, NH-45, Perambalur District 621113",4,25,PERAMBALUR,sriramakrishnaengg@gmail.com,Yes,Yes,500,5000,,0,0,1000,25000,,2500,2500,7500,,Permanent,Permanent,,1200,1200,Yes,,Veg,Veg,No,ARIYALUR,,9585544688,621113,DR M MARIMUTHU,PERAMBALUR,www.sriramakrishna.ac.in
THANJAVUR MAIN ROAD,9865605752,No,CITY UNION BANK,AG(30); CS(60); ME(60),3456,"K S K College of Engineering and Technology, Thanjavur Main Road, Darasuram, Kumbakonam, Thanjavur District 612702",5,3,THANJAVUR,ksk1957@yahoo.com,No,No,100,0,,500,500,0,8000,,3000,3000,4000,,Rental,Rental,,0,0,Yes,,Both,Both,No,DARASURAM,,4352417588,612702,DR R RAJAVIGNESH,KUMBAKONAM,www.kskcet.edu.in
"SIVAGNANAM NAGAR, KONALAI",9786772055,No,INDIAN OVERSEAS BANK,CE(60); CS(60); EE(60),3460,"Surya College of Engineering, Konalai, Tiruchirappalli District 621132",30,15,3460,sureyacollege@gmail.com,Yes,Yes,1000,5000,,100,100,0,28000,,4000,4000,12000,,Permanent,Permanent,,400,400,Yes,,Both,Both,No,PITCHANDAR KOVIL,,8438609749,621132,DR V SELVAKUMAR,MANACHANALLUR,http://suryaengg.ac.in
"ESANOOR, KEELAIYUR (POST),",9994445396,No,CANARA BANK,CS(60); EC(30); EE(30),3461,"Arifa Institute of Technology (Formly Haji sheik Ismail Engineering College), Esanoor, Keelaiyur Post, Thirukkuvalai Taluk, Nagapattinam District 611103",25,17,3461,ARIFAPRINCIPAL@GMAIL.COM,Yes,Yes,0,0,,0,0,0,14500,,3600,3600,4500,,Permanent,Permanent,,0,0,Yes,,Both,Both,No,THIRUTHURAIPOONDI,,9150528941,611103,DR HUSSAIN LAL A,THIRUKKUVALAI,WWW.AITECH.ORG.IN
NH-227 TRICHY TO CHIDAMABARAM,9600872441,No,BANK OF INDIA,CE(60); EC(30),3462,"Ariyalur Engineering College, NH-227, Trichy-Chithambaram NH, Karuppur- Senapathy Post, Ariyalur District 621707",10,12,ARIYALUR,principalaec2013@gmail.com,Yes,Yes,300,1000,,100,100,100,25000,,2500,2500,5000,,Permanent,Permanent,,1200,1200,Yes,,Both,Both,No,ARIYALUR,,9600872441,621707,DR KUMAR P,ARIYALUR,https://aecedu.net.in/
GOVERNMENT COLLEGE OF,9842909713,No,INDIAN OVERSEAS BANK,CE(60); EE(60),3464,"Government College of Engineering, Gandarvakottai Road, Sengipatti, Thanjavur District 613402",25,25,THANJAVUR,gcesengipatti@gmai.com,Yes,Yes,500,10000,,250,250,3000,0,,2300,2000,0,,Permanent,Permanent,,200,200,No,,Veg,Veg,No,THANJAVUR,,4362221112,613402,DR S JAYABAL,BUDHALUR,www.gcetj.edu.in
THE PRINCIPAL GOVERNMENT,8903127517,No,STATE BANK OF INDIA,CS(60),3465,"Government College of Engineering, Srirangam, Sethurappatti, Tiruchirappalli District 620012",19,19,TIRUCHIRAPPALLI,gcesrirangam@gmail.com,Yes,Yes,200,5000,,250,250,6500,0,,2500,2500,0,,Permanent,Permanent,,200,200,No,,Veg,Veg,No,TIRUCHIRAPPALLI JUNCTION,,9488008656,620012,DR V M SHANTHI,SRIRANGAM,www.gces.edu.in
NH 227 NERINCHIKORAI,9942337856,No,UNION BANK OF INDIA,AD(60); CE(30); CS(60),3466,"Nelliandavar Institute of Technology, Nerunjikorai Village, Pudhupalayam, Ariyalur Taluk, Ariyalur District 621704",12,12,ARIYALUR,nelliandavar@gmail.com,Yes,Yes,2000,500,,250,250,500,8500,,2000,2000,2000,,Permanent,Permanent,,1500,1500,Yes,,Both,Both,No,ARIYALUR JN,,9443955435,621704,DR R KANNAN,ARIYALUR,nelliandavar.com
"VJP CAMPUS,",9444144314,No,INDIAN BANK,AR(40),3467,"Prime Nest College of Architecture and Planning, V.J.P. Campus, Trichy-Chennai Highway, Navaladiyan Nagar, Siruganur, Tiruchirappalli District 621105",20,20,TIRUCHIRAPPALLI,primenestindia@gmail.com,No,No,0,0,,0,0,0,10000,,0,0,8000,,Rental,Rental,,0,0,Yes,,Both,Both,No,TIRUCHIRAPPALLI JUNCTION,,9444144314,621105,DR S RADHAKRISHNAN,MANNACHANALLUR,www.primenest.org
"KARIYAMANICKAM ROAD,",7708222577,Yes,AXIS BANK LIMITED,AM(60); CE(60); ME(60),3701,"K Ramakrishnan College of Technology (Autonomous), Kariyamanickam Road, Samayapuram, Manachanallur Taluk, Tiruchirappalli District 621112",13,10,TIRUCHIRAPPALLI,principal@krct.ac.in,Yes,Yes,1000,0,,200,200,0,28000,,5000,5000,6600,,Permanent,Permanent,,30000,30000,Yes,,Both,Both,No,SRIRANGAM,,9842111377,621112,DR N VASUDEVAN,MANNACHANALLUR TK,www.krct.ac.in
VELANKANNI ROAD PAPPAKOIL,7373765117,No,CITY UNION BANK NAGORE,EC(60); ME(60),3760,"Sir Issac Newton College of Engineering and Technology, Anthanapeetai Post, Papakoil, Nagappattinam District 611102",3,1,NAGAPATTINAM,principal@sincet.ac.in,Yes,Yes,5000,5000,,500,500,0,21000,,3000,3000,3000,,Permanent,Permanent,,500,500,Yes,,Both,Both,No,ANDHANAPETTAI,,4365299763,611102,DR G GIFTSON SAMUEL,,www.sincet.ac.in
MANANKORAI VILLAGE,9443442928,No,INDIAN OVERSEAS BANK,CE(30); CS(60); EC(30),3766,"Star Lion College of Engineering and Technology, Manankorai Main Road, Manankorai Village, Thanjavur District 614206",10,10,3766,starlionengineering@gmail.com,Yes,Yes,3000,3000,,2000,2000,2000,23000,,25000,25000,7000,,Rental,Rental,,10000,10000,Yes,,Both,Both,No,THANJAVUR,,9443442928,614206,DR A MANIMARAN,THANJAVUR,www.starlionengineering.ac.in
TIRUCHIRAPPALLI-THURAIYUR MAIN,9551218000,No,INDIAN OVERSEAS BANK,CS(120); EE(30),3782,"OASYS Institute of Technology, Pulivalam Village, Musiri Taluk, Tiruchirappalli District 621006",41,20,TIRUCHIRAPPALLI,principal@oasys.edu.in,Yes,Yes,200,0,,150,150,0,12500,,2700,2700,2500,,Permanent,Permanent,,500,500,Yes,,Both,Both,No,SRIRANGAM,,7401298259,621006,DR K KALAISELVAN,MUSIRI,www.oasys.edu.in
,,,,,3783,"M.A.M. School of Architecture, Trichy-Chennai Trunk Road, Siruganur, Tiruchirappalli District 621105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No detail page found in PDF,,,,,
"NO 27 THAYANUR, DINDUGAL ROAD,",8939612000,No,INDIAN BANK,AR(80),3784,"C.A.R.E School of Architecture, No.27, Thayanur Village, Kuttapatti, Srirangam Taluk, Tiruchirappalli District 620009",8,8,TIRUCHIRAPPALLI,pshabitha@care.ac.in,Yes,Yes,0,5000,,250,250,5250,25000,,4500,4500,2500,,Permanent,Permanent,,1500,1500,Yes,,Veg,Veg,No,TIRUCHIRAPPALLI JUNCTION,,9994165035,620009,DR SHABITHA S,TRICHY,www.care.ac.in/architecture
M.A.M SCHOOL OF ENGINEERING,9842887134,No,ICICI BANK,AD(30); AE(60); BM(60),3786,"M.A.M. School of Engineering, Siruganur, Tiruchirappalli District 621105",32,24,3786,mamschoolengg@yahoo.in,Yes,Yes,5000,5000,,200,200,1000,16000,,4000,4000,13000,,Rental,Rental,,1250,1250,Yes,,Both,Both,Yes,SRIRANGAM RAILWAY STATION,,7708000972,621105,DR P RANJITH KUMAR,SIRUGANUR,https://mamse.in/
"SRM TRP ENGINEERING COLLEGE,",8098100674,No,CITY UNION BANK,AD(60); CE(60); CS(180),3795,"SRM TRP Engineering College, Irungalur, Manachanallur Taluk, Tiruchirappalli District 621105",21,21,TIRUCHIRAPPALLI,principal@trp.srmtrichy.edu.in,Yes,Yes,0,0,,0,0,0,28000,,4200,4200,16000,,Permanent,Permanent,,1250,1250,Yes,,Both,Both,No,TIRUCHIRAPPALLI JUNCTION,,4312258940,621105,DR B GANESH BABU,MANACHANALLUR,https://trp.srmtrichy.edu.in/
"MANNAMPANDAL,",9442075675,No,INDIAN BANK,CE(60); CS(120); EC(60),3801,"A V C College of Engineering, Mannampandal Post, MayiladuthuraiDistrict",5,7,MAYILADUTHURAI,avcce@avccengg.net,Yes,Yes,100,5000,,4000,4000,3500,20800,,3000,3000,6200,,Permanent,Permanent,,7000,7000,Yes,,Veg,Veg,No,MAYILADUTHURAI JUNCTION,,4364227202,609305,DR C SUNDAR RAJ,MAYILADUTHURAI,www.avccengg.net
"SIRUGANOOR, TIRUCHIRAPPALLI 621",9443187952,No,CANARA BANK KOOTHUR TRICHY,EE(30); ME(60); CN(30),3802,"Shri Angalamman College of Engineering and Technology, Siruganoor, Tirachirapalli-621105.",24,24,TIRUCHIRAPPALLI,principal@sacet.edu.in,Yes,Yes,2000,10000,,10000,10000,10000,15000,,50000,50000,30000,,Permanent,Permanent,,15000,15000,Yes,,Both,Both,No,TIRUCHIRAPPALLI JUNCTION,,9790141513,621105,DR W CHRIST RAJ,MANNACHANALLUR,www.sacet.edu.in
ANJALAI AMMAL MAHALINGAM,9894577935,No,INDIAN BANK,CE(30); CS(90),3803,"Anjalai Ammal Mahalingam Engineering College, Kovilvenni, Thiruvarur District",28,1,TIRUVARUR,principal@aamec.edu.in,Yes,Yes,100,2500,,100,100,5000,22000,,4200,4200,8000,,Permanent,Permanent,,5000,5000,Yes,,Veg,Veg,No,KOYILVENNI RAILWAY STATION,,4374232516,614403,DR S N RAMASWAMY,,www.aamec.edu.in
"ARASU ENGINEERING COLLEGE,",7667673333,No,INDIAN OVERSEAS BANK,AG(60); BM(60),3804,"Arasu Engineering College, Chennai Main Road, Kumbakonam, Thanjavur District 612501",40,10,THANJAVUR,arasuengg@gmail.com,Yes,Yes,0,0,,2000,2000,0,30000,,36000,36000,10000,,Permanent,Permanent,,12000,12000,Yes,,Both,Both,No,KUMBAKONAM,,7667443333,612501,DR T BALAMURUGAN,,www.aec.org.in
THURAIYUR ROAD,9962444876,Yes,TAMILNAD MERCANTILE BANK,AE(60); AG(60); AD(180),3805,"Dhanalakshmi Srinivasan Engineering College (Autonomous), Thuraiyur Road, Perambalur District 621212",2,33,3805,principal@dsengg.ac.in,Yes,Yes,500,0,,75,75,5000,37500,,4550,4550,5000,,Permanent,Permanent,,1000,1000,Yes,,Both,Both,Yes,ARIYALUR,,7094433186,621212,DR K ELANGOVAN,PERAMBALUR,www.dsengg.ac.in
"OLD NAGORE ROAD, THETHI",8248427249,Yes,DBS BANK INDIA LTD,IT(120); CS(180); EC(120),3806,"E G S Pillay Engineering College (Autonomous), Nagapattinam District 611002",1,2,NAGAPATTINAM,principal.egspec@gmail.com,Yes,Yes,500,5000,,200,200,0,15000,,3400,3400,2800,,Permanent,Permanent,,600,600,Yes,,Both,Both,No,NAGORE,,9894831458,611002,DR S RAMABALAN,NAGAPATTINAM,www.egspec.org
"AMMAPETTAI,",9842811776,No,HDFC BANK,AD(60); AE(30); CS(180),3807,"J J College of Engineering and Technology, Poolankulathupatti Post, Thiruchirappalli District 620009",15,15,TIRUCHIRAPPALLI,principal@jjcet.ac.in,Yes,Yes,1000,0,,0,0,0,25000,,3750,3750,8000,,Permanent,Permanent,,20000,20000,Yes,,Both,Both,No,TRICHIRAPPALLI JUNCTION,,9865211776,620009,MATHIYALAGAN P,SRIRANGAM,www.jjcet.a.cin
JAYARAM COLLEGE OF ENGINEERING,9843867513,No,STATE BANK OF INDIA,CE(60); EC(60),3808,"Jayaram College of Engineering and Technology, Karattampatti, Pagalavadi Po, Thuraivur, Trichy-621014",35,31,TIRUCHIRAPPALLI,principal@jayaramcet.edu.in,Yes,Yes,0,5000,,500,500,0,1800,,2000,2000,600,,Permanent,Permanent,,1000,1000,Yes,,Both,Both,No,SRIRANGAM,,4327230270,621014,DR N V AMUDARASAN,THURAIYUR,www.jayaramcet.edu.in
,,,,,3809,"Kurinji College of Engineering and Technology, Manapparai, Tiruchirappalli District 621307",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No detail page found in PDF,,,,,
"TRICHY-CHENNAI TRUNK ROAD,",8220026054,No,ICICI,AG(60); CS(150),3810,"M.A.M. College of Engineering, Siruganur, Tiruchirappalli District 621105",23,16,TIRUCHIRAPPALLI,principalmamce@mamce.org,Yes,Yes,700,0,,5400,5400,3700,20000,,2200,2200,4000,,Permanent,Permanent,,13800,13800,Yes,,Both,Both,Yes,SRIRANGAM,,8220026054,621105,DR M SHANMUGAPRIYA,,www.mamce.org
TRICHY - PUDUKKOTTI MAIN ROAD,9443836516,No,INDIAN BANK,CE(30); EC(60); AD(60),3811,"M I E T Engineering College, Trichy-Pudukkottai Road, Tiruchirappalli District",8,8,3811,principalengg@miet.edu,Yes,Yes,3000,3000,,6000,3500,10000,22000,,4800,4800,5600,,Permanent,Permanent,,6000,3500,Yes,,Both,Both,Yes,TIRUCHIRAPPALLI,,9787393272,620007,DR A NAVEEN SAIT M E PH D,TIRUVERUMBUR,www.miet.edu
"SRINIVASANAGAR, KALAMAVUR,",9865031411,No,KARUR VYSYA BANK,CE(30); CS(120),3812,"Mookambigai College of Engineering, Keeranur, Pudukkottai District 622502",20,2,PUDUKKOTTAI,pdkmce@gmail.com,Yes,Yes,0,0,,500,500,0,25000,,3000,3000,4000,,Permanent,Permanent,,2500,2500,Yes,,Veg,Veg,Yes,KEERANUR JN,,9443708560,622502,DR R ELANGOVAN,,www.mookambigai.ac.in
"KARUMANDAPAM,PIRATTIYUR,TRICH",9442949689,No,INDIAN OVERSEAS BANK,CE(60); CS(60); EC(60),3813,"Oxford Engineering College, Karumandapam, Pirattiyur, Trichy-620 009",2,3,TIRUCHIRAPPALLI,principal@oxfordec.edu.in,Yes,Yes,2000,2000,,200,200,2000,7000,,3000,3000,2000,,Permanent,Permanent,,2500,2500,Yes,,Both,Both,No,TPJ JUNCTION,,8072471490,620009,DR S PRABAKARAN,TRICHY,www.oxfordec.edu.in
"P R ENGINEERING COLLOGE, TRICHY",9443263559,No,IDFC FIRST BANK,CE(60); AD(30),3814,"P R Engineering College, Vallam, Thanjavur District 613403",15,15,THANJAVUR,principal@prec.edu.in,Yes,Yes,500,0,,1000,1000,0,14000,,2500,2500,6000,,Permanent,Permanent,,1500,1500,Yes,,Both,Both,No,THANJAVUR JUNCTION,,9443263559,613403,DR C RAJINIKANTH,,www.Prec@Edu.in
"THANJAI NATARAJAN NAGAR,",9865081743,No,STATE BANK OF INDIA,AD(30); BM(30); BT(30),3815,"Pavendar Bharathidasan College of Engineering and Technology, Pudukkottai Main Road, Tiruchirappalli District 622515",15,15,PUDUKKOTTAI,pabprincipal@gmail.com,Yes,Yes,0,0,,0,0,0,12000,,2750,2750,4000,,Permanent,Permanent,,0,0,Yes,,Both,Both,No,TIRUCHIRAPPALLI,,9865181743,622515,DR D SARAVANAN,KULATHUR,www.pabcet.in
ELAMBALUR POST,9976703227,No,STATE BANK OF INDIA,CE(60); CS(90); EE(60),3817,"Roever Engineering College, Elambalur, Perambalur District 621212",5,30,3817,office@roeverengg.edu.in,Yes,Yes,500,0,,0,0,10000,25000,,5000,5000,25000,,Permanent,Permanent,,0,0,Yes,,Both,Both,Yes,ARIYALUR,,9750970161,621220,PROF DR V S SREE BALAJI,PERAMBALUR,www.roeverengg.edu.in
